Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
bullittcounty.org,,,,County,,Kentucky,bullit county Travel  -- Note added 8/27/15 16:12,http://www.travelbullitt.org/,6/6/13 18:08
buncombecounty.org,,,,County,,North Carolina,"buncombe county, nc -- Note added 9/11/15 17:09",http://buncombecounty.org/,6/6/13 18:08
burkburnett.org,,,,Local,,Texas,"City of Burkburnett, TX -- Note added 3/3/15 6:49",http://www.burkburnett.org/,6/6/13 18:08
burkevermont.org,,,,Local,,Vermont,"Town of Burke, VT -- Note added 3/20/14 17:40",http://burkevermont.org/,6/6/13 18:08
burleyidaho.org,,,,Local,,Idaho,"City of Burley, ID -- Note added 7/5/13 18:27",http://burleyidaho.org/,6/6/13 18:08
burlingame.org,,,,Local,,California,municipal website -- Note added 3/5/15 17:03,http://burlingame.org/,6/6/13 18:08
burlington.org,,,,Local,,Massachusetts,"Burlington, MA -- Note added 8/26/15 15:40",http://burlington.org/,6/6/13 18:08
burlingtoniowa.org,,,,Local,,Iowa,"City of Burlington, IA -- Note added 8/18/14 18:21",http://www.burlingtoniowa.org/,6/6/13 18:08
burnetcountytexas.org,,,,County,,Texas,"Burnet County, TX -- Note added 3/3/15 6:51",http://burnetcountytexas.org/,6/6/13 18:08
burnsharbor.org,,,,Local,,Indiana,"Burns Harbor, In -- Note added 8/27/15 14:16",http://www.burnsharbor-in.gov/,6/6/13 18:08
burnsville.org,,,,Local,,Minnesota,"City of Burnsville, MN -- Note added 6/6/13 18:09",http://www.burnsville.org/,6/6/13 18:09
burrillville.org,,,,Local,,Rhode Island,"Town of Burrillville, RI -- Note added 6/2/15 13:45",http://www.burrillville.org/Public_Documents/index,6/6/13 18:08
butlercoiowa.org,,,,County,,Iowa,"Butler County, IA -- Note added 8/25/15 20:00",http://butlercoiowa.org/,6/6/13 18:08
butlercountyohio.org,,,,County,,Ohio,"Butler County, OH -- Note added 3/10/14 16:51",http://www.butlercountyohio.org/,6/6/13 18:08
butlertwp.org,,,,Local,,Pennsylvania,"Butler Township, PA -- Note added 7/1/14 18:20",http://butlertwp.org/,6/6/13 18:08
butte.sdcounties.org,,,,County,,South Dakota,"Butte County, SD -- Note added 3/21/14 19:36",http://butte.sdcounties.org/,3/21/14 19:36
byramtwp.org,,,,Local,,New Jersey,"byram township, NJ -- Note added 9/15/15 19:03",http://byramtwp.org/,6/6/13 18:08
byrnesmill.org,,,,Local,,Missouri,"City of Byrnes Mill, MO. n  -- Note added 9/4/15 15:15",http://byrnesmill.org/,6/6/13 18:08
byron.org,,,,Local,,Michigan,"byron, mi -- Note added 9/2/15 20:21",http://byron.org/,6/6/13 18:08
caamuseum.org,,,,Local,,California,California African American Museum -- Note added 3/5/15 18:28,http://www.caamuseum.org/,6/6/13 18:08
cabellcounty.org,,,,County,,West Virginia,"Cabell County, WV -- Note added 7/24/14 5:24",http://cabellcounty.org/,6/6/13 18:08
cabool.org,,,,Local,,Missouri,"Town of Cabool, MO -- Note added 8/14/14 19:42",http://cabool.org/,6/6/13 18:09
cachecounty.org,,,,County,,Utah,"Cache County, UT -- Note added 8/19/14 5:01",https://www.cachecounty.org/,6/6/13 18:08
caddo.org,,,,County,,Louisiana,"Caddo Parish, LA -- Note added 8/18/14 18:35",http://www.caddo.org/,6/6/13 18:08
caernarvon.org,,,,Local,,Pennsylvania,"Caernarvon Township, PA -- Note added 7/1/14 18:59",http://caernarvon.org/,6/6/13 18:08
caldwellcountync.org,,,,County,,North Carolina,"caldwell county, NC -- Note added 9/11/15 18:56",http://caldwellcountync.org/,6/6/13 18:08
calhouncotx.org,,,,County,,Texas,"Calhoun County, TX -- Note added 3/4/15 6:19",http://www.calhouncotx.org/,6/6/13 18:08
calhouncounty.org,,,,County,,Alabama,"Calhoun County, AL -- Note added 6/12/13 17:21",http://calhouncounty.org/,6/6/13 18:08
calhum.org,,,,State,,California,"California Humanities is an independent non-profit partner of the National Endowment for the Humanities,  nthat promotes the humanities in California in order to help create &ldquo;a state of open mind.' -- Note added 3/10/15 15:07",http://calhum.org,6/6/13 18:08
californiamuseum.org,,,,Local,,California,"California Museum in Sacramento, CA -- Note added 3/9/15 19:54",http://www.californiamuseum.org,6/6/13 18:08
californiasbdc.org,,,,Local,,California,"Provides business guidance & tools for small businesses, and is funded partilly by federal SBA. -- Note added 3/10/15 15:22",http://californiasbdc.org/,6/6/13 18:08
californiasciencecenter.org,,,,Local,,California,California Science Center Museum -- Note added 3/9/15 20:01,http://californiasciencecenter.org/,6/6/13 18:08
californiavolunteers.org,,,,State,,California,"CaliforniaVolunteers, the state office that manages programs and initiatives aimed at increasing the number of Californians engaged in service and volunteering -- Note added 11/22/13 14:11",http://www.californiavolunteers.org/,6/6/13 18:08
calntownship.org,,,,Local,,Pennsylvania,"Caln Township, PA -- Note added 7/1/14 19:01",http://www.calntownship.org/,6/6/13 18:08
calsilc.org,,,,State,,California,CA State Independent Living Counsel advocates for persons with disabilities to enable them to live independently. n  -- Note added 3/5/15 22:35,http://calsilc.org/,6/6/13 18:08
calvin-coolidge.org,,,,Quasigovernmental,,,"Calvin Coolidge Memorial Foundation, Inc. (CCMF) was established in 1960 as a non-profit educational organization. Since there is no presidential library for Calvin Coolidge, our 30th U.S. President, we develop materials and programs to present and preserve his legacy. -- Note added 6/14/13 18:45",#N/A,6/6/13 18:08
cambridgeoh.org,,,,Local,,Ohio,"City of Cambridge, OH -- Note added 3/11/14 14:34",http://www.cambridgeoh.org/,6/6/13 18:08
cameronpark.org,,,,Local,,California,"Cameron Community Park Service District which supports recreational nprograms, park facilities, fire & emergency services and administrative services. -- Note added 3/9/15 15:50",http://www.cameronpark.org,6/6/13 18:08
campbellcountyky.org,,,,County,,Kentucky,"Campbell County, KY -- Note added 3/20/14 17:44",http://campbellcountyky.org/,6/6/13 18:08
camptonnh.org,,,,Local,,New Hampshire,"Town of Campton, NH -¬†http://www.camptonnh.org/nh/ -- Note added 7/5/13 18:02",http://www.camptonnh.org/nh/,6/6/13 18:08
canaannewyork.org,,,,Local,,New York,"Town of Canaan, NY -- Note added 6/17/15 16:48",http://canaannewyork.org/,6/6/13 18:08
canadiancounty.org,,,,County,,Oklahoma,"Canadian County, OK -- Note added 8/2/13 14:58",http://canadiancounty.org/,6/6/13 18:08
canalwinchester.org,,,,Local,,Ohio,"City of Canal Winchester, OH -- Note added 3/11/14 14:35",http://canalwinchester.org/,6/6/13 18:08
candianh.org,,,,Local,,New Hampshire,"candia, nh -- Note added 8/28/15 18:41",http://candianh.org/,6/6/13 18:08
cannontwp.org,,,,Local,,Michigan,"cannon township, mi -- Note added 9/2/15 20:27",http://cannontwp.org/,6/6/13 18:08
canterbury-nh.org,,,,Local,,New Hampshire,"canterbury, nh -- Note added 8/28/15 18:41",http://canterbury-nh.org/Pages/index,6/6/13 18:08
canton-mi.org,,,,Local,,Michigan,"canton, mi -- Note added 9/2/15 20:27",http://canton-mi.org/,6/6/13 18:08
cantonsd.org,,,,Local,,South Dakota,"City of Canton, SD -- Note added 7/31/13 18:34",http://www.cantonsd.org/,6/6/13 18:08
canyonco.org,,,,County,,Idaho,"Canyon County, ID -- Note added 7/5/13 18:28",http://canyonco.org/,6/6/13 18:08
capecharles.org,,,,Local,,Virginia,"Town of Cape Charles, VA -- Note added 5/30/14 13:50",http://capecharles.org/,6/6/13 18:08
capecodcommission.org,,,,Local,,Massachusetts,"Cape Cod Commission, MA -- Note added 8/26/15 15:43",http://www.capecodcommission.org/,6/6/13 18:08
capitol.org,,,,State,,Nebraska,Nebraska State Capitol -- Note added 12/6/13 19:48,http://capitol.org/,12/6/13 19:47
cappo.org,,,,Local,,California,Professional organization of California Association of Public Procurement Professionals -- Note added 3/9/15 15:56,#N/A,6/6/13 18:08
careerinfonet.org,Employment and Training Administration,,Website - open to public,Federal,,,"""CareerOneStop is sponsored by the U.S. Department of Labor, Employment and Training Administration"" Copyright State of Minnesota. -DPM 11/17/222. An American Job Center partner. CareerInfoNet.org lists the Occupational Profiles on CareerOneStop.org. -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
careeronestop.org,Employment and Training Administration,,Website - open to public,Federal,,,"CareerOneStop is sponsored by the U. S. Department of Labor, Employment and Training Administration -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
carefree.org,,,,Local,,Arizona,"Town of Carefree, AZ -- Note added 12/11/13 13:52",http://www.carefree.org/,6/6/13 18:08
carencro.org,,,,Local,,Louisiana,"Carencro, LA -- Note added 8/24/15 14:16",http://carencro.org/,6/6/13 18:08
cariboumaine.org,,,,Local,,Maine,"City of Caribou, ME -- Note added 3/20/14 17:48",http://cariboumaine.org/,6/6/13 18:08
carlislear.org,,,,Local,,Arkansas,"City of Carlisle, AR -- Note added 7/17/13 17:22",http://carlislear.org/,6/6/13 18:08
carlislepa.org,,,,Local,,Pennsylvania,"Borough of Carlisle, PA -- Note added 7/1/14 19:21",http://www.carlislepa.org,6/6/13 18:08
carljunction.org,,,,Local,,Missouri,"City of Carl Junction, MO. -- Note added 9/24/15 14:31",http://carljunction.org/,6/6/13 18:08
carlostownship.org,,,,Local,,Minnesota,"Carlos Township, MN -- Note added 3/24/15 2:14",http://carlostownship.org/,6/6/13 18:08
carmelny.org,,,,Local,,New York,"Town of Carmel, NY -- Note added 7/25/13 17:41",http://www.ci.carmel.ny.us/,6/6/13 18:08
carolinabeach.org,,,,Local,,North Carolina,"carolina beach, nc -- Note added 9/11/15 18:57",http://carolinabeach.org/,6/6/13 18:08
carolinemd.org,,,,County,,Maryland,"Caroline County, MD -- Note added 5/27/14 1:20",http://www.carolinemd.org,6/6/13 18:08
carolstream.org,,,,Local,,Illinois,"Village of Carol Stream, IL -- Note added 7/1/14 19:23",http://carolstream.org/,6/6/13 18:08
carr.org,,,,County,,Maryland,"Carroll County, MD -- Note added 7/25/13 17:42",http://ccgovernment.carr.org/ccg/default.asp,6/6/13 18:08
carr.org/~unionbr,,,,Local,,Maryland,"Town of Union Bridge, MD -- Note added 7/25/13 17:43",http://www.carr.org/~unionbr/,7/25/13 17:43
carrabassettvalley.org,,,,Local,,Maine,"carrabassett valley, me -- Note added 8/27/15 18:05",http://carrabassettvalley.org/,6/6/13 18:08
carrollcountyva.org,,,,County,,Virginia,"Carroll County, VA -- Note added 5/30/14 13:52",http://carrollcountyva.org,6/6/13 18:08
carrollvalley.org,,,,Local,,Pennsylvania,"Borough of Carroll Valley, PA -- Note added 7/1/14 19:28",http://carrollvalley.org/,6/6/13 18:08
carteretcountygov.org,,,,County,,North Carolina,"carteret county, nc -- Note added 9/11/15 18:57",http://www.carteretcountync.gov/,6/6/13 18:08
carverma.org,,,,Local,,Massachusetts,"Carver, Ma -- Note added 8/26/15 15:44",http://carverma.org/,6/6/13 18:08
cascomaine.org,,,,Local,,Maine,"casco, me -- Note added 8/27/15 18:05",http://cascomaine.org/,6/6/13 18:08
cascostclair.org,,,,Local,,Michigan,"casco township, mi -- Note added 9/2/15 20:28",http://www.cascostclair.com/,6/6/13 18:08
casscountymi.org,,,,County,,Michigan,"CAss county, Mi -- Note added 9/2/15 20:28",http://casscountymi.org/,6/6/13 18:08
casselberry.org,,,,Local,,Florida,"The City of Casselberry, FL -- Note added 6/16/15 14:13",http://casselberry.org/,6/6/13 18:08
cassiacounty.org,,,,County,,Idaho,"Cassia County, ID -- Note added 7/5/13 18:28",http://cassiacounty.org/,6/6/13 18:08
cassne.org,,,,County,,Nebraska,"Cass County, NE -- Note added 12/6/13 18:50",http://www.cassne.org/,6/6/13 18:08
castletonvermont.org,,,,Local,,Vermont,"Town of Castleton, VT -- Note added 8/18/14 6:00",http://castletonvermont.org/,6/6/13 18:08
caswellbeach.org,,,,Local,,North Carolina,"caswell beach, nc -- Note added 9/11/15 18:58",http://caswellbeach.org/,6/6/13 18:08
caswellcenter.org,,,,State,,North Carolina,"Caswell Developmental Center, NC Division of State Operated Healthcare Facilities -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
cattaraugusny.org,,,,Local,,New York,"Town of New Albion/ Village of Cattaraugus, NY -- Note added 6/17/15 16:57",http://cattaraugusny.org/,6/6/13 18:08
cattco.org,,,,County,,New York,"Cattaraugus County, NY -- Note added 7/31/13 18:55",http://cattco.org/,6/6/13 18:08
cavecreek.org,,,,Local,,Arizona,"Town of Cave Creek, AZ -- Note added 12/11/13 13:53",http://www.cavecreek.org/,6/6/13 18:08
cawh.org,,,,Local,,Washington,"City of Airway Heights, WA -- Note added 9/12/14 5:27",http://cawh.org/,6/6/13 18:08
cbacfc.org,Combined Federal Campaign,,,Federal,,West Virginia,Chesapeake Bay Area Combined Federal Campaign (CBACFC) -- Note added 3/31/14 13:04,http://www.cbacfc.org/,6/6/13 18:08
ccgov.org,,,,County,,Maryland,"Cecil County, MD -- Note added 5/27/14 1:23",http://www.ccgov.org/,6/6/13 18:08
ccrpa.org,,,,Regional,,Connecticut,Central Connecticut Regional Planning Agency -- Note added 12/15/14 6:18,http://ccrpa.org/,6/6/13 18:08
ccsinventory.wilsoncenter.org,,,,Quasigovernmental,,,"Federal Crowdsourcing and Citizen Science Catalog In 2014, the Commons Lab at the Woodrow Wilson International Center for Scholars (The Wilson Center) began compiling a database of Federal Citizen Science and Crowdsourcing projects in collaboration with the Federal Community of Practice for Crowdsourcing and Citizen Science (CCS) and OSTP. -- Note added 7/12/16 16:48",https://ccsinventory.wilsoncenter.org/,7/12/16 16:45
ccvillage.org,,,,Local,,Maryland,"Chevy Chase Village, MD -- Note added 5/27/14 1:25",http://www.ccvillage.org/,6/6/13 18:08
cdaid.org,,,,Local,,Idaho,"City of Coeur d'Alene, ID -- Note added 7/5/13 18:29",http://cdaid.org/,6/6/13 18:08
cdcnpin.org,Centers for Disease Control and Prevention (CDC),,,Federal,,,National Prevention Information Network from the CDC -- Note added 1/10/14 19:17,http://cdcnpin.org/,1/10/14 19:17
cdrpc.org,,,,Regional,,New York,Capital District Regional Planning Commission (NY) -- Note added 6/17/15 17:05,http://cdrpc.org/,6/6/13 18:08
cedar-rapids.org,,,,Local,,Iowa,"Cedar Rapides, IA -- Note added 8/25/15 20:03",http://cedar-rapids.org/Pages/home.aspx,6/6/13 18:08
cedarbluff-al.org,,,,Local,,Alabama,"Town of Cedar Bluff, AL -- Note added 6/12/13 17:22",http://cedarbluff-al.org/,6/6/13 18:08
cedarcity.org,,,,Local,,Utah,"Cedar City, UT -- Note added 8/19/14 5:02",http://cedarcity.org/,6/6/13 18:08
cedargrovenj.org,,,,Local,,New Jersey,"cedar grove, nj -- Note added 9/15/15 19:12",http://www.cedargrovenj.org/site/,6/6/13 18:08
cedarhills.org,,,,Local,,Utah,"City of Cedar Hills, UT -- Note added 8/19/14 5:04",http://www.cedarhills.org/,6/6/13 18:08
cehtp.org,,,,State,,California,"California Environmental Health Tracking Program, California Department of Public Health -- Note added 10/24/14 12:09",http://cehtp.org/project.jsp?project_key=EHSS01,10/24/14 12:08
centerharbornh.org,,,,Local,,New Hampshire,"Town of Center Harbor, NH -- Note added 3/20/14 17:55",http://centerharbornh.org/,6/6/13 18:08
centervillega.org,,,,Local,,Georgia,"Centerville, Ga -- Note added 8/25/15 14:24",http://www.centervillega.org/,6/6/13 18:08
centralcaliforniacfc.org,Combined Federal Campaign,,,Federal,,California,Central Califoria Combined Federal Compaign -- Note added 3/9/15 16:55,http://www.centralcaliforniacfc.org,6/6/13 18:08
centraliamo.org,,,,Local,,Missouri,"City of Centralia, MO. -- Note added 9/24/15 15:22",http://centraliamo.org/,6/6/13 18:08
centralina.org,,,,Local,,North Carolina,"Centralina Council of Governments, General Assembly of North Carolina -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
centralmidlands.org,,,,Local,,South Carolina,Central Midlands Council of Governments  -- Note added 8/28/15 13:20,http://centralmidlands.org/,6/6/13 18:08
centralpacfc.org,Combined Federal Campaign,,,Federal,,Pennsylvania,Combined Federal Campaign of Central Pennsylvania -- Note added 7/1/14 19:38,http://www.centralpacfc.org/,6/6/13 18:08
centraltexascfc.org,Combined Federal Campaign,,,Federal,,Texas,Central Texas Combined Federal Campaign -- Note added 3/4/15 6:46,http://centraltexascfc.org/wp/,6/6/13 18:08
cf-cfc.org,Combined Federal Campaign,,,Federal,,Florida,Central Florida - Combined Federal Campaign -- Note added 6/15/15 18:58,http://www.cf-cfc.org/_root/,6/6/13 18:08
cfc-centralok.org,Combined Federal Campaign,,,Federal,,Oklahoma,central OK CFC -- Note added 8/28/15 16:28,http://www.cfc-centralok.org/,6/6/13 18:08
cfc-hawaii.org,Combined Federal Campaign,,,State,,Northern Mariana Islands,"Hawaii-Pacific Area Combined Federal Campaign - geographic area includes the State of Hawaii, Guam, Northern Marianas Islands, and American Samoa -- Note added 6/12/13 13:14",http://cfc-hawaii.org/,6/6/13 18:08
cfcaaga.org,Combined Federal Campaign,,,Federal,,Georgia,Greater Atlanta-Athens Combined Federal Campaign -- Note added 12/6/13 15:10,http://www.cfcaaga.org/_root/,6/6/13 18:08
cfcaz.org,Combined Federal Campaign,,,Federal,,California,Arizona Combined Federal Campaign (CFC) -- Note added 12/11/13 13:54,http://cfcaz.org/,6/6/13 18:08
cfccoastalga.org,Combined Federal Campaign,,,Federal,,Georgia,Coastal Georgia Combined Federal Campaign -- Note added 8/25/15 14:25,http://www.cfccoastalga.org/_root/,6/6/13 18:08
cfcforthood.org,Combined Federal Campaign,,,Federal,,Texas,"Combined Federal Campaign website for the greater Fort Hood, TX area -- Note added 3/4/15 6:47",http://www.cfcforthood.org/,6/6/13 18:08
cfcgive.org,Combined Federal Campaign,,,Federal,,Washington,"Combined Federal Campaign of South Puget Sound, WA -- Note added 9/12/14 5:30",http://cfcgive.org/,6/6/13 18:08
cfcgno.org,Combined Federal Campaign,,,Federal,,Louisiana,Greater New Orleans Area Combined Federal Campaign -- Note added 8/24/15 15:47,http://www.cfcgno.org/_root/,6/6/13 18:08
cfcgreaterarkansas.org,Combined Federal Campaign,,,Federal,,Arkansas,Combined Federal Campaign of Greater Arkansas -- Note added 7/17/13 18:03,http://cfcgreaterarkansas.org/,6/6/13 18:08
cfcgreaternc.org,Combined Federal Campaign,,,Federal,,South Carolina,North Carolina CFC -- Note added 8/28/15 13:20,http://www.cfcgreaternc.org/_root/,6/6/13 18:08
cfcindiana.org,Combined Federal Campaign,,,Federal,,Indiana,"Indiana, Kentucky, and Southwestern Ohio CFC -- Note added 8/27/15 14:17",http://www.givecfc.org/_root/,6/6/13 18:08
cfclincoln.org,Combined Federal Campaign,,,County,,Nebraska,Lincoln and Lancaster County Area Combined Federal Campaign -- Note added 12/6/13 18:52,http://cfclincoln.org/,6/6/13 18:08
cfclouisville.org,Combined Federal Campaign,,,State,,Kentucky,"Tristate CFC, Indiana -- Note added 8/27/15 14:19",http://www.givecfc.org/_root/,6/6/13 18:08
cfcmaine.org,Combined Federal Campaign,,,Federal,,Maine,Northern NE CFc -- Note added 8/27/15 18:07,http://wp.northernnewenglandcfc.org/,6/6/13 18:08
cfcmidsouth.org,Combined Federal Campaign,,,Federal,,Tennessee,Combined Federal Campaign of the Mid-South -- Note added 7/17/13 18:04,http://cfcmidsouth.org/,6/6/13 18:08
cfcmontereysantacruz.org,Combined Federal Campaign,,,Federal,,California,Combined Federal Campaign Monterey/Santa Cruz -- Note added 3/9/15 17:53,http://www.cfcmontereysantacruz.org/,6/6/13 18:08
cfcnca.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of the National Capital Area -- Note added 6/7/13 17:35,http://cfcnca.org/,6/6/13 18:08
cfcnexus.org,Combined Federal Campaign,,,Federal,,,CFC (Combined Federal Campaign) Nexus -- Note added 10/7/14 12:22,https://www.cfcnexus.org/_root/,10/7/14 12:21
cfcnnj.org,Combined Federal Campaign,,,Federal,,New Jersey,Northern New Jersey Combined Federal Campaign ( CFC ) -- Note added 9/22/15 14:08,http://cfcnnj.org/,6/6/13 18:08
cfcnorthtexas.org,Combined Federal Campaign,,,Federal,,Texas,North Texas CFC possibly part of OK -- Note added 8/28/15 16:30,http://www.dfwmetroplexcfc.org/_root/,6/6/13 18:08
cfcnps.org,Combined Federal Campaign,,,Federal,,Washington,"Combined Federal Campaign of Nort Puget Sound, WA -- Note added 9/12/14 5:32",http://www.cfcnps.org/_root/,6/6/13 18:08
cfcofcva.org,Combined Federal Campaign,,,Federal,,Virginia,Central Virginia Area Combined Federal Campaign -- Note added 6/6/14 13:50,http://www.cfcofcva.org/_root/,6/6/13 18:08
cfcofgreatersocal.org,Combined Federal Campaign,,,Federal,,California,Combined Federal Campaign of Greater Southern CA -- Note added 3/9/15 17:56,http://www.cfcofgreatersocal.org/_root/,6/6/13 18:08
cfcofthecsra.org,Combined Federal Campaign,,,Federal,,South Carolina,Combined Federal Campaign of the Central Savannah River Area -- Note added 8/25/15 14:25,http://www.cfcofthecsra.org/,6/6/13 18:08
cfcredrivervalley.org,Combined Federal Campaign,,,Federal,,North Dakota,Combined Federal Campaign of the Red River Valley -- Note added 7/18/14 5:31,http://www.cfcredrivervalley.org/,6/6/13 18:08
cfcsanantonio.org,Combined Federal Campaign,,,Federal,,Texas,Combined Federal Campaign Fund website for San Antonio Area -- Note added 3/4/15 6:55,http://www.cfcsanantonio.org/_root/,6/6/13 18:08
cfcsemi.org,Combined Federal Campaign,,,Federal,,Michigan,Southeastern Michigan Area CFC   -- Note added 9/2/15 20:29,http://www.cfcsemi.org/_root/,6/6/13 18:08
cfcshr.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of South Hampton Roads (CFCSHR) -- Note added 5/30/14 13:56,http://www.cfcshr.org,6/6/13 18:08
cfcsnj.org,Combined Federal Campaign,,,Federal,,Pennsylvania,Eastern Pennsylvania and South Jersey Combined Federal Campaign -- Note added 12/6/13 13:32,http://www.cfcsnj.org/,6/6/13 18:08
cfctexasgulfcoast.org,Combined Federal Campaign,,,Federal,,Texas,Combined Federal Campaign website for theTexas Gulf Coast -- Note added 3/4/15 6:57,http://www.cfctexasgulfcoast.org/,6/6/13 18:08
cfcvp.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of the Virginia Peninsula (CFCVP) -- Note added 5/30/14 13:57,http://www.cfcvp.org/,6/6/13 18:08
cfcwesternmichigan.org,Combined Federal Campaign,,,Federal,,Michigan,CFC UP-North Michigan Area (CFC Western Michigan has merged with UP-North -- Note added 9/2/15 20:29,http://cfcwesternmichigan.org/,6/6/13 18:08
cfcwesternmontana.org,Combined Federal Campaign,,,Federal,,Montana,Combined Federal Campaign (CFC) of Western Montana -- Note added 11/22/13 12:41,http://cfcwesternmontana.org/,6/6/13 18:08
cfe-dmha.org,Department of Defense (DOD),,,Federal,,,"Center for Excellence in Disaster Management and Humanitarian Assistance (CFE-DMHA), US Pacific Command, Joint Base Pearl Harbor-Hickam, HI -- Note added 3/20/14 15:12",http://www.cfe-dmha.org/,3/20/14 15:10
cfnc.org,,,,State,,North Carolina,"College Foundation of North Carolina, a¬†service of the State¬†of North Carolina -- Note added 7/24/13 16:09",http://www.cfnc.org/index.jsp,6/6/13 18:08
cfrpc.org,,,,Regional,,Florida,Central Florida Regional Planning Council -- Note added 6/16/15 14:15,http://www.cfrpc.org/,6/6/13 18:08
cgaux.org,U.S. Coast Guard Auxiliary,,,Federal,,,U.S. Coast Guard Auxiliary -- Note added 6/14/13 18:52,http://cgaux.org/,6/6/13 18:08
chaffeecounty.org,,,,County,,Colorado,"Chaffee County, CO -- Note added 7/11/14 5:25",http://chaffeecounty.org/,6/6/13 18:08
chagrin-falls.org,,,,Local,,Ohio,"Village of Chagrin Falls, OH -- Note added 3/11/14 14:37",http://chagrin-falls.org/,6/6/13 18:08
channahon.org,,,,Local,,Illinois,"Village of Channahon, IL -- Note added 7/1/14 19:28",http://www.channahon.org/,6/6/13 18:08
chanute.org,,,,Local,,Kansas,"City of Chanute, KS -- Note added 6/30/14 6:27",http://chanute.org/,6/6/13 18:08
chaplinct.org,,,,Local,,Connecticut,"Town of Chaplin, CT -- Note added 12/15/14 6:18",http://www.chaplinct.org/,6/6/13 18:08
charlestoncounty.org,,,,County,,South Carolina,"charleston county, sc -- Note added 8/28/15 13:21",http://www.charlestoncounty.org/,6/6/13 18:08
charlestonillinois.org,,,,Local,,Illinois,"City of Charleston, IL -- Note added 7/1/14 19:29",http://www.charlestonillinois.org/,6/6/13 18:08
charlestonutah.org,,,,Local,,Utah,"Town of Charleston, UT -- Note added 8/19/14 5:05",http://www.charlestonutah.org/,6/6/13 18:08
charlestonvt.org,,,,Local,,Vermont,"Charleston, VT -- Note added 8/13/14 5:33",http://charlestonvt.org/,6/6/13 18:08
charlestownmd.org,,,,Local,,Maryland,"Charlestown, MD -- Note added 5/27/14 1:26",http://www.charlestownmd.org/,6/6/13 18:08
charlestownri.org,,,,Local,,Rhode Island,"Town of Charlestown, RI -- Note added 6/7/13 18:32",http://www.charlestownri.org/,6/6/13 18:08
charlevoixcounty.org,,,,County,,Michigan,Charlevoix County -- Note added 9/2/15 20:30,http://charlevoixcounty.org/,6/6/13 18:08
charlottesville.org,,,,Local,,Virginia,"City of Charlottesville, VA -- Note added 5/30/14 13:59",http://charlottesville.org/,6/6/13 18:08
charlottevt.org,,,,Local,,Vermont,"Town of Charlotte, VT -- Note added 8/13/14 5:34",http://www.charlottevt.org/,6/6/13 18:08
charmeck.org,,,,Local,,North Carolina,"City of Charlotte and Meckleburg County, NC -- Note added 9/11/15 19:02",http://charmeck.org/Pages/default.aspx,6/6/13 18:08
chathamborough.org,,,,Local,,New Jersey,"chatham borough, NJ -- Note added 9/15/15 19:14",http://www.chathamborough.org/chatham/,6/6/13 18:08
chathamcounty.org,,,,County,,Georgia,"Chatham County, Ga -- Note added 8/25/15 14:27",http://www.chathamcounty.org/,6/6/13 18:08
chathamnc.org,,,,Local,,North Carolina,"chatham, nc -- Note added 9/11/15 19:03",http://chathamnc.org/,6/6/13 18:08
chathamtownship.org,,,,Local,,New Jersey,"chatham township, NJ -- Note added 9/15/15 19:15",http://chathamtownship.org/,6/6/13 18:08
chattanoogacfc.org,Combined Federal Campaign,,,Federal,,Tennessee,Greater Chattanooga Area Combined Federal Campaign (CFC) -- Note added 6/23/14 9:39,http://www.chattanoogacfc.org/13/Pages/CFC2013Main.html,6/6/13 18:08
cheboygan.org,,,,Local,,Michigan,"cheboygan, mi -- Note added 9/2/15 20:30",http://cheboygan.org/,6/6/13 18:08
chelseavt.org,,,,Local,,Vermont,"Town of Chelsea, VT -- Note added 8/13/14 5:35",http://www.chelseavt.org/,6/6/13 18:08
cheltenhamtownship.org,,,,Local,,Pennsylvania,"Cheltenham Township, PA -- Note added 7/19/13 17:28",http://cheltenhamtownship.org/,6/6/13 18:08
chemcatbio.org,Department of Energy (DOE),,,Federal,,,"ChemCatBio is a U.S. Department of Energy national lab-led research and development consortium dedicated to identifying and overcoming catalysis challenges for the conversion of biomass and waste resources into fuels, chemicals, and materials. From https://www.chemcatbio.org/, retrieved 7/5/19.",https://www.chemcatbio.org/,7/5/19 0:00
cherokeevillage.org,,,,Local,,Arkansas,"City of Cherokee Village, AR -- Note added 7/17/13 18:11",http://cherokeevillage.org/,6/6/13 18:08
cherryvalley.org,,,,Local,,Illinois,"Village of Cherry Valley, IL -- Note added 7/1/14 19:30",http://cherryvalley.org/,6/6/13 18:08
chesco.org,,,,County,,Pennsylvania,"Chester County, PA -- Note added 7/1/14 19:46",http://chesco.org/,6/6/13 18:08
cheshirect.org,,,,Local,,Connecticut,"Town of Cheshire, CT -- Note added 12/15/14 6:20",http://www.cheshirect.org/,6/6/13 18:08
