domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
clarksvilleva.org,,,,Local,,Virginia,"Town of Clarksville, VA -- Note added 5/30/14 14:47",http://www.clarksvilleva.org/,6/6/13 18:08,local,,,,
claycomo.org,,,,Local,,Missouri,"Village of Claycomo, MO -- Note added 1/14/14 13:02",http://www.claycomo.org/,6/6/13 18:09,local,,,,
claycountygov.com,,,,County,,Florida,"Clay County, FL -- Note added 6/16/15 17:16",http://claycountygov.com/,6/6/13 18:08,county,,,,
claycountysd.org,,,,County,,South Dakota,"Clay County, SD -- Note added 3/21/14 13:54",http://claycountysd.org/,6/6/13 18:08,county,,,,
clayedu.com,,,,County,,Tennessee,Clay County Schools -- Note added 6/24/14 6:55,http://clayedu.com/,6/6/13 18:08,county,,,,
claytonnj.com,,,,Local,,New Jersey,"clayton, nj -- Note added 9/15/15 19:29",http://claytonnj.com/public/,6/6/13 18:08,local,,,,
claytwp.org,,,,Local,,Indiana,"clay township, In -- Note added 8/27/15 14:25",http://www.claytwp.org/,6/6/13 18:08,local,,,,
cldcentral.usalearning.net,Office of Personnel Management (OPM),,,Federal,,,"OPM Center for Leadership Development OPM's Center for Leadership Development (CLD) is dedicated to transforming leaders to better serve the Federal government.  We offer educational programs built on the ECQs for every stage of your career. As the government designated provider of agency, interagency and tri-sector leadership development, we offer government-to-government courses, certificate programs, tailored solutions and technology systems by USALearning to respond to your immediate challenges and emerging needs. Our innovative services are delivered through blended and eLearning, in classroom settings at our residential centers of the Federal Executive Institute (FEI) in Charlottesville, VA, the Eastern Management Development Center (EMDC) in Washington, DC, and the Western Management Development Center (WMDC) in Denver, CO, your home agency, locations across the United States and internationally. More information can be found in the brochure. -- Note added 8/31/16 16:42",https://cldcentral.usalearning.net/,8/31/16 16:33,federal,unspecified,,,
clearcreektownship.com,,,,Local,,Ohio,"Clearcreek Township, City of Springboro, OH -- Note added 3/17/14 12:09",http://clearcreektownship.com/,6/6/13 18:08,local,,,,
clearfieldcity.org,,,,Local,,Utah,"Clearfield City, UT -- Note added 8/19/14 5:22",http://clearfieldcity.org/,6/6/13 18:08,local,,,,
clearfieldco.org,,,,County,,Pennsylvania,"Clearfield County, PA -- Note added 9/8/14 14:09",http://clearfieldco.org/,6/6/13 18:08,county,,,,
clearlakesd.com,,,,Local,,South Dakota,"City of Clear Lake, SD -- Note added 7/17/14 5:27",http://clearlakesd.com/,6/6/13 18:08,local,,,,
clearlaketownship.org,,,,Local,,Minnesota,"Clear Lake Township, MN -- Note added 4/19/15 23:49",http://www.clearlaketownship.org/,6/6/13 18:08,local,,,,
clearwater-fl.com,,,,Local,,Florida,"The Official site of Clearwater, FL -- Note added 6/17/15 11:52",http://clearwater-fl.com/,6/6/13 18:08,local,,,,
clearwatercity.com,,,,Local,,Minnesota,"City of Clearwater, MN -- Note added 4/19/15 23:53",http://www.clearwatercity.com/,6/6/13 18:08,local,,,,
clearwatercounty.org,,,,County,,Idaho,"Clear Water County, ID -- Note added 7/14/14 14:18",http://www.clearwatercounty.org/,6/6/13 18:08,county,,,,
clearwaterks.org,,,,Local,,Kansas,"City of Clearwater, KS -- Note added 7/1/14 6:16",http://www.clearwaterks.org/,6/6/13 18:08,local,,,,
clearwatertownship.org,,,,Local,,Minnesota,"Clearwater Township, MN -- Note added 4/19/15 23:52",http://www.clearwatertownship.org/,6/6/13 18:09,local,,,,
clementonborough.com,,,,Local,,New Jersey,"Borough of Clementon, NJ -- Note added 9/15/15 19:29",http://clementonborough.com/,6/6/13 18:08,local,,,,
clemmons.org,,,,Local,,North Carolina,"clemmons, NC -- Note added 9/11/15 19:29",http://www.clemmons.org/,6/6/13 18:08,local,,,,
clemson.edu/extension,,,,State,,South Carolina,"Clemson Univ, Sc -- Note added 8/28/15 13:40",http://www.clemson.edu/extension/,6/6/13 18:08,state,,,,
clermontia.org,,,,Local,,Iowa,"Clermont, IA -- Note added 8/25/15 20:17",http://clermontia.org/,6/6/13 18:08,local,,,,
clermontny.org,,,,Local,,New York,"Town of Clermont, NY -- Note added 6/17/15 18:05",http://clermontny.org/,6/6/13 18:08,local,,,,
clest.org,,,,State,,Arkansas,Arkansas Commission on Law Enforcement Standards and Training -- Note added 7/17/13 18:34,http://www.clest.org/Pages/default.aspx,6/6/13 18:08,state,,,,
clevelandcounty.com,,,,County,,North Carolina,"cleveland county, nc -- Note added 9/11/15 19:29",http://www.clevelandcounty.com/ccmain/,6/6/13 18:08,county,,,,
clevelandfed.org,Federal Reserve Board,,,Federal,,Ohio,Federal Reserve Bank of Cleveland -- Note added 6/14/13 18:56,http://clevelandfed.org/,6/6/13 18:08,federal,unspecified,,,
clevelandheights.com,,,,Local,,Ohio,"City of Cleveland Heights, OH -- Note added 3/13/14 14:58",http://www.clevelandheights.com/,6/6/13 18:08,local,,,,
cleves.org,,,,Local,,Ohio,"Village of Cleves, OH -- Note added 8/28/13 12:09",http://www.cleves.org/,6/6/13 18:08,local,,,,
cliftonnj.org,,,,Local,,New Jersey,"City of Clifton, NJ -- Note added 12/6/13 12:04",http://cliftonnj.org/,6/6/13 18:08,local,,,,
cliftonpark.org,,,,Local,,New York,"Town of Clifton Park, NY -- Note added 6/17/15 18:06",http://www.cliftonpark.org/,6/6/13 18:08,local,,,,
cliftonspringsny.org,,,,Local,,New York,"Village of Clifton Springs, NY -- Note added 6/17/15 18:08",http://cliftonspringsny.org/,6/6/13 18:08,local,,,,
climatecenter.fsu.edu,,,,Quasigovernmental,,Florida,"The Florida Climate Center is part of a three-tiered system providing climate services at the national, regional and state levels, including http://www.ncdc.noaa.gov - NOAA's National Climatic Data Center at the national level. -- Note added 11/13/13 18:05",,11/13/13 18:04,quasigovernmental,,,,
clinton-county.org,,,,County,,Michigan,"clinton county, mi -- Note added 9/3/15 14:21",http://clinton-county.org/,6/6/13 18:08,county,,,,
clintoncity.net,,,,Local,,Utah,"City of Clinton, UT -- Note added 8/19/14 5:21",http://clintoncity.net/,6/6/13 18:08,local,,,,
clintoncountygov.com,,,,County,,New York,"Clinton County, NY -- Note added 9/26/14 18:39",http://www.clintoncountygov.com/,6/6/13 18:08,county,,,,
clintoncountypa.com,,,,County,,Pennsylvania,"Clinton County, PA -- Note added 9/8/14 14:11",http://clintoncountypa.com/,6/6/13 18:08,county,,,,
clintonct.org,,,,Local,,Connecticut,"Town of Clinton, CT -- Note added 12/15/14 6:31",http://clintonct.org/,6/6/13 18:08,local,,,,
clintonms.org,,,,Local,,Mississippi,"City of Clinton, MS -- Note added 7/23/14 14:58",https://www.clintonms.org/,6/6/13 18:08,local,,,,
clintonokla.org,,,,Local,,Oklahoma,"clinton, ok -- Note added 8/28/15 16:40",http://www.clintonokla.org/,6/6/13 18:08,local,,,,
clintontn.net,,,,Local,,Tennessee,"City of Clinton, TN -- Note added 6/24/14 6:57",http://clintontn.net/,6/6/13 18:08,local,,,,
clintontwpnj.com,,,,Local,,New Jersey,"township of clinton, nj -- Note added 9/16/15 19:20",http://www.clintontwpnj.com/,6/6/13 18:09,local,,,,
clintonwi.us,,,,Local,,Wisconsin,"Village of Clinton, WI -- Note added 8/4/14 5:22",http://www.clintonwi.us/,6/6/13 18:08,local,,,,
clio.govoffice.com,,,,Local,,Michigan,"City of Clio, MI -- Note added 3/21/14 13:55",http://www.clio.govoffice.com/,6/6/13 18:09,local,,,,
clitheralltownship.com,,,,Local,,Minnesota,"Clitherall Township, MN -- Note added 4/19/15 23:54",http://www.clitheralltownship.com/Home.php,6/6/13 18:08,local,,,,
closterboro.com,,,,Local,,New Jersey,"Borough of Closter, NJ -- Note added 9/15/15 19:30",http://closterboro.com/closter/,6/6/13 18:08,local,,,,
cloudcountyks.org,,,,County,,Kansas,"Cloud County, KS -- Note added 7/1/14 6:17",http://www.cloudcountyks.org/main/,6/6/13 18:08,county,,,,
cloversc.info,,,,Local,,South Carolina,"clover, sc -- Note added 8/28/15 13:40",http://www.cloversc.org/,6/6/13 18:08,local,,,,
clu-in.org,Environmental Protection Agency (EPA),,,Federal,,,"Contaminated Site Clean-Up Information, Sponsored by the U.S. EPA Office of Superfund Remediation and Technology Innovation -- Note added 6/14/13 18:57",http://clu-in.org/,6/6/13 18:08,federal,unspecified,,,
clydehill.org,,,,Local,,Washington,"City of Clyde Hill, WA -- Note added 11/24/14 7:08",http://www.clydehill.org/,6/6/13 18:08,local,,,,
clydeny.com,,,,Local,,New York,"Village of Clyde, NY -- Note added 6/17/15 18:10",http://clydeny.com/,6/6/13 18:08,local,,,,
clydeohio.org,,,,Local,,Ohio,"Town of Clyde, OH -- Note added 3/13/14 15:07",http://clydeohio.org/,6/6/13 18:08,local,,,,
cmvny.com,,,,Local,,New York,"City of Mount Vernon, NY -- Note added 3/24/14 13:34",http://cmvny.com/,6/6/13 18:08,local,,,,
co.accomack.va.us,,,,County,,Virginia,"Accomack County, VA -- Note added 5/30/14 14:48",http://co.accomack.va.us/,6/6/13 18:08,county,,,,
co.adams.co.us,,,,County,,Colorado,"Adams County, CO -- Note added 7/11/14 5:46",http://co.adams.co.us/,6/6/13 18:08,county,,,,
co.adams.id.us,,,,County,,Idaho,"Adams County, ID -- Note added 7/5/13 18:51",http://co.adams.id.us/,6/6/13 18:08,county,,,,
co.adams.wa.us,,,,County,,Washington,"Adams County, WA -- Note added 4/7/14 17:58",http://www.co.adams.wa.us/,6/6/13 18:08,county,,,,
co.aitkin.mn.us,,,,County,,Minnesota,"Aitkin County, MN -- Note added 4/19/15 23:56",http://www.co.aitkin.mn.us/,6/6/13 18:08,county,,,,
co.allen.oh.us,,,,County,,Ohio,"Allen County, OH -- Note added 3/13/14 15:08",http://co.allen.oh.us/,6/6/13 18:08,county,,,,
co.anderson.tx.us,,,,County,,Texas,"Anderson County, TX -- Note added 6/17/15 5:21",http://co.anderson.tx.us/,6/6/13 18:08,county,,,,
co.anson.nc.us,,,,County,,North Carolina,"anson, nc -- Note added 9/11/15 19:32",http://co.anson.nc.us/,6/6/13 18:08,county,,,,
co.apache.az.us,,,,County,,Arizona,"Apache County, AZ -- Note added 12/13/13 13:00",http://www.co.apache.az.us/,6/6/13 18:08,county,,,,
co.arapahoe.co.us,,,,County,,Colorado,"Arapahoe County, CO -- Note added 7/11/14 5:47",http://co.arapahoe.co.us/,6/6/13 18:08,county,,,,
co.archer.tx.us,,,,County,,Texas,"Archer County, TX -- Note added 6/17/15 5:22",http://co.archer.tx.us/,6/6/13 18:08,county,,,,
co.armstrong.pa.us,,,,County,,Pennsylvania,"Armstrong County, PA -- Note added 9/8/14 14:13",http://co.armstrong.pa.us/,6/6/13 18:08,county,,,,
co.armstrong.tx.us,,,,County,,Texas,"Armstrong County, TX -- Note added 6/17/15 5:23",http://co.armstrong.tx.us/,6/6/13 18:08,county,,,,
co.ashland.wi.us,,,,County,,Wisconsin,"Ashland County, WI -- Note added 8/4/14 5:24",http://co.ashland.wi.us/,6/6/13 18:08,county,,,,
co.asotin.wa.us,,,,County,,Washington,"Asotin County, WA -- Note added 11/24/14 7:07",http://co.asotin.wa.us/,6/6/13 18:08,county,,,,
co.atascosa.tx.us,,,,County,,Texas,"Atascosa County, TX -- Note added 6/17/15 5:25",http://atascosacountytexas.net/,6/6/13 18:08,county,,,,
co.augusta.va.us,,,,County,,Virginia,"Augusta County, VA -- Note added 3/21/14 16:45",http://www.co.augusta.va.us/,6/6/13 18:08,county,,,,
co.bailey.tx.us,,,,County,,Texas,"Bailey County, TX -- Note added 6/17/15 5:26",http://co.bailey.tx.us/,6/6/13 18:08,county,,,,
co.banks.ga.us,,,,County,,Georgia,"Banks County, Ga -- Note added 8/25/15 14:48",http://co.banks.ga.us/,6/6/13 18:08,county,,,,
co.bannock.id.us,,,,County,,Idaho,"Bannock County, ID -- Note added 7/15/14 5:51",http://www.co.bannock.id.us/,6/6/13 18:08,county,,,,
co.barnes.nd.us,,,,County,,North Dakota,"Barnes County, ND -- Note added 7/18/14 5:38",http://www.co.barnes.nd.us/,6/6/13 18:08,county,,,,
co.becker.mn.us,,,,County,,Minnesota,"Becker County, MN -- Note added 11/22/13 14:39",http://www.co.becker.mn.us/,6/6/13 18:08,county,,,,
co.bedford.va.us,,,,County,,Virginia,"Bedford County, VA -- Note added 5/30/14 14:54",http://www.co.bedford.va.us/index.asp,6/6/13 18:08,county,,,,
co.bee.tx.us,,,,County,,Texas,"Bee County, TX -- Note added 6/17/15 5:27",http://co.bee.tx.us/,6/6/13 18:08,county,,,,
co.beltrami.mn.us,,,,County,,Minnesota,"Beltrami County, MN -- Note added 4/19/15 23:59",http://www.co.beltrami.mn.us/,6/6/13 18:08,county,,,,
co.benton.mn.us,,,,County,,Minnesota,"Benton County, MN -- Note added 4/20/15 0:01",http://www.co.benton.mn.us/,6/6/13 18:08,county,,,,
co.benton.or.us,,,,County,,Oregon,"Benton County, OR -- Note added 6/20/14 7:47",http://www.co.benton.or.us/,6/6/13 18:08,county,,,,
co.benton.wa.us,,,,County,,Washington,"Benton County, WA -- Note added 11/22/13 14:40",http://co.benton.wa.us/,6/6/13 18:08,county,,,,
co.bergen.nj.us,,,,County,,New Jersey,"Bergen County, NJ -- Note added 7/25/13 14:52",http://co.bergen.nj.us/,6/6/13 18:08,county,,,,
co.berks.pa.us,,,,County,,Pennsylvania,"Berks County, PA -- Note added 7/19/13 17:45",http://www.co.berks.pa.us/Pages/default.aspx,6/6/13 18:08,county,,,,
co.bertie.nc.us,,,,County,,North Carolina,"bertie, nc -- Note added 9/11/15 19:33",http://www.co.bertie.nc.us/,6/6/13 18:08,county,,,,
co.bingham.id.us,,,,County,,Idaho,"Bingham County, ID -- Note added 7/15/14 5:50",http://www.co.bingham.id.us/,6/6/13 18:08,county,,,,
co.blaine.id.us,,,,County,,Idaho,"Blaine County, ID -- Note added 7/5/13 18:53",http://www.co.blaine.id.us/,6/6/13 18:08,county,,,,
co.blanco.tx.us,,,,County,,Texas,"Blanco County, TX -- Note added 6/17/15 5:28",http://co.blanco.tx.us/,6/6/13 18:08,county,,,,
co.blount.al.us,,,,County,,Alabama,"Blount County, AL -- Note added 7/15/13 14:51",http://www.co.blount.al.us/,6/6/13 18:08,county,,,,
co.blue-earth.mn.us,,,,County,,Minnesota,"Blue Earth County, MN -- Note added 4/20/15 0:03",http://www.co.blue-earth.mn.us/,6/6/13 18:08,county,,,,
co.bolivar.ms.us,,,,County,,Mississippi,"Bolivar County, MS -- Note added 7/23/14 14:59",http://co.bolivar.ms.us/,6/6/13 18:08,county,,,,
co.bonner.id.us,,,,County,,Idaho,"Bonner County, ID -- Note added 7/5/13 18:53",http://bonnercounty.us/,6/6/13 18:08,county,,,,
co.bonneville.id.us,,,,County,,Idaho,"Bonneville County, ID -- Note added 7/5/13 18:54",http://www.co.bonneville.id.us/,6/6/13 18:08,county,,,,
co.borden.tx.us,,,,County,,Texas,"Borden County, TX -- Note added 6/17/15 5:29",http://co.borden.tx.us/,6/6/13 18:08,county,,,,
co.botetourt.va.us,,,,County,,Virginia,"Botetourt County, VA -- Note added 5/30/14 14:56",http://co.botetourt.va.us/,6/6/13 18:08,county,,,,
co.bremer.ia.us,,,,County,,Iowa,"Bremer County, IA -- Note added 8/25/14 14:45",http://www.co.bremer.ia.us/,8/25/14 14:45,county,,,,
co.brown.mn.us,,,,County,,Minnesota,"Brown County, MN -- Note added 4/20/15 0:04",http://www.co.brown.mn.us/,6/6/13 18:08,county,,,,
co.brown.wi.us,,,,County,,Wisconsin,"Brown County, WI -- Note added 1/22/14 15:17",http://www.co.brown.wi.us/,6/6/13 18:08,county,,,,
co.buchanan.ia.us,,,,County,,Iowa,"Buchanan, IA -- Note added 8/25/15 20:17",http://www.buchanancountyiowa.org/,6/6/13 18:08,county,,,,
co.burke.nc.us,,,,County,,North Carolina,"burke, nc -- Note added 9/11/15 19:33",http://www.burkenc.org/,6/6/13 18:08,county,,,,
co.burlington.nj.us,,,,County,,New Jersey,"Burlington County, NJ -- Note added 3/21/14 16:46",http://co.burlington.nj.us/,6/6/13 18:08,county,,,,
co.butler.pa.us,,,,County,,Pennsylvania,"Butler County, PA -- Note added 9/8/14 14:18",http://co.butler.pa.us/,6/6/13 18:08,county,,,,
co.cal.md.us,,,,County,,Maryland,"Calvert County, MD -- Note added 5/27/14 1:59",http://www.co.cal.md.us/,6/6/13 18:09,county,,,,
co.caldwell.tx.us,,,,County,,Texas,"Caldwell County, TX -- Note added 6/17/15 5:30",http://co.caldwell.tx.us/,6/6/13 18:08,county,,,,
co.callahan.tx.us,,,,County,,Texas,"Callahan County, TX -- Note added 6/17/15 5:31",http://co.callahan.tx.us/,6/6/13 18:08,county,,,,
co.calumet.wi.us,,,,County,,Wisconsin,"Calumet County, WI -- Note added 4/3/14 19:26",http://www.co.calumet.wi.us/,6/6/13 18:08,county,,,,
co.camden.ga.us,,,,County,,Georgia,"Camden County, Ga -- Note added 8/25/15 14:47",http://co.camden.ga.us/,6/6/13 18:09,county,,,,
co.cameron.tx.us,,,,County,,Texas,"Cameron County, TX -- Note added 6/17/15 5:32",http://co.cameron.tx.us/,6/6/13 18:08,county,,,,
co.camp.tx.us,,,,County,,Texas,"Camp County, TX -- Note added 6/17/15 5:33",http://co.camp.tx.us/,6/6/13 18:08,county,,,,
co.campbell.va.us,,,,County,,Virginia,"Campbell County, VA -- Note added 5/30/14 14:57",http://www.co.campbell.va.us/Pages/index.aspx,6/6/13 18:08,county,,,,
co.cape-may.nj.us,,,,County,,New Jersey,"cape may, nj -- Note added 9/15/15 19:31",http://capemaycountynj.gov/,6/6/13 18:08,county,,,,
co.carbon.mt.us,,,,County,,Montana,"Carbon County, MT -- Note added 11/22/13 12:51",http://co.carbon.mt.us/,6/6/13 18:08,county,,,,
co.carlton.mn.us,,,,County,,Minnesota,"Carlton County, MN -- Note added 8/28/13 13:05",http://www.co.carlton.mn.us/,6/6/13 18:08,county,,,,
co.caroline.va.us,,,,County,,Virginia,"Caroline County, VA -- Note added 1/22/14 15:18",http://co.caroline.va.us/,6/6/13 18:08,county,,,,
co.carroll.ia.us,,,,County,,Iowa,"Carroll County, IA -- Note added 1/6/14 19:26",http://co.carroll.ia.us/,1/6/14 19:26,county,,,,
co.carson.tx.us,,,,County,,Texas,"Carson County, TX -- Note added 6/17/15 5:34",http://co.carson.tx.us/,6/6/13 18:08,county,,,,
co.carver.mn.us,,,,County,,Minnesota,"Carver County, MN -- Note added 3/20/14 17:53",http://www.co.carver.mn.us/,3/20/14 17:53,county,,,,
co.cascade.mt.us,,,,County,,Montana,"Cascade County, MT -- Note added 11/22/13 12:52",http://co.cascade.mt.us/,6/6/13 18:08,county,,,,
co.cass.mn.us,,,,County,,Minnesota,"Cass County, MN n*must use 'www' for URL to resolve; w/out 'www,' URL directs to Cass County employee webmail -- Note added 4/20/15 0:07",http://www.co.cass.mn.us/,6/6/13 18:08,county,,,,
co.cass.tx.us,,,,County,,Texas,"Cass County, TX -- Note added 6/17/15 5:35",http://co.cass.tx.us/,6/6/13 18:08,county,,,,
co.castro.tx.us,,,,County,,Texas,"Castro County, TX -- Note added 6/17/15 5:36",http://co.castro.tx.us/,6/6/13 18:08,county,,,,
co.chambers.tx.us,,,,County,,Texas,"Chambers County, TX -- Note added 6/17/15 5:37",http://co.chambers.tx.us/,6/6/13 18:08,county,,,,
co.charles-city.va.us,,,,Local,,Virginia,"County of Charles City, VA -- Note added 1/22/14 16:40",http://www.co.charles-city.va.us/,6/6/13 18:08,local,,,,
co.chaves.nm.us,,,,County,,New Mexico,"Chaves County, NM -- Note added 7/15/14 15:35",http://co.chaves.nm.us/,6/6/13 18:08,county,,,,
co.chelan.wa.us,,,,County,,Washington,"Chelan County, WA -- Note added 11/24/14 7:06",http://co.chelan.wa.us/,6/6/13 18:08,county,,,,
co.chenango.ny.us,,,,County,,New York,County of Chenango -- Note added 6/29/15 14:08,http://www.co.chenango.ny.us/,6/6/13 18:08,county,,,,
co.cherokee.tx.us,,,,County,,Texas,"Cherokee County, TX -- Note added 6/17/15 5:38",http://co.cherokee.tx.us/ips/cms/index.html,6/6/13 18:08,county,,,,
co.cheshire.nh.us,,,,County,,New Hampshire,"Cheshire County, NH -- Note added 8/15/14 14:01",http://co.cheshire.nh.us/,8/15/14 14:01,county,,,,
co.chippewa.mn.us,,,,County,,Minnesota,"Chippewa County, MN -- Note added 4/20/15 0:09",http://www.co.chippewa.mn.us/,6/6/13 18:08,county,,,,
co.chippewa.wi.us,,,,County,,Wisconsin,"Chippewa County, WI -- Note added 8/4/14 5:27",http://www.co.chippewa.wi.us/,6/6/13 18:08,county,,,,
co.chisago.mn.us,,,,County,,Minnesota,"Chisago County, MN -- Note added 4/20/15 0:10",http://www.co.chisago.mn.us/,6/6/13 18:08,county,,,,
co.chouteau.mt.us,,,,County,,Montana,"Chouteau County, MT -- Note added 11/22/13 12:52",http://co.chouteau.mt.us/,6/6/13 18:08,county,,,,
co.cibola.nm.us,,,,County,,New Mexico,"Cibola County, NM -- Note added 7/15/14 15:34",http://co.cibola.nm.us/,6/6/13 18:08,county,,,,
co.clarion.pa.us,,,,County,,Pennsylvania,"Clarion County, PA -- Note added 9/8/14 14:20",http://co.clarion.pa.us/,6/6/13 18:08,county,,,,
co.clark.wi.us,,,,County,,Wisconsin,"Clark County, WI -- Note added 12/6/13 15:09",http://co.clark.wi.us/,6/6/13 18:08,county,,,,
co.clatsop.or.us,,,,County,,Oregon,"Clatsop County, OR -- Note added 6/20/14 7:46",http://co.clatsop.or.us/,6/6/13 18:08,county,,,,
co.clay.mn.us,,,,County,,Minnesota,"Clay County, MN -- Note added 4/20/15 0:13",http://claycountymn.gov/,6/6/13 18:08,county,,,,
co.clay.tx.us,,,,County,,Texas,"Clay County, TX -- Note added 6/17/15 5:48",http://www.co.clay.tx.us/,6/6/13 18:08,county,,,,
co.clear-creek.co.us,,,,County,,Colorado,"Clear Creek County, CO -- Note added 1/22/14 16:41",http://www.co.clear-creek.co.us/,6/6/13 18:09,county,,,,
co.clearwater.mn.us,,,,County,,Minnesota,"Clearwater County, MN -- Note added 4/20/15 0:14",http://www.co.clearwater.mn.us/,6/6/13 18:08,county,,,,
co.cochran.tx.us,,,,County,,Texas,"Cochran County, TX -- Note added 6/17/15 6:09",http://co.cochran.tx.us/,6/6/13 18:08,county,,,,
co.coke.tx.us,,,,County,,Texas,"Coke County, TX -- Note added 6/17/15 6:00",http://co.coke.tx.us/,6/6/13 18:08,county,,,,
co.coleman.tx.us,,,,County,,Texas,"Coleman County, TX -- Note added 6/17/15 5:59",http://co.coleman.tx.us/,6/6/13 18:08,county,,,,
co.colfax.nm.us,,,,County,,New Mexico,"Colfax County, NM -- Note added 7/15/14 15:35",http://co.colfax.nm.us/,6/6/13 18:08,county,,,,
co.collin.tx.us,,,,County,,Texas,"Collin County, TX -- Note added 6/17/15 5:58",http://co.collin.tx.us/Pages/default.aspx,6/6/13 18:08,county,,,,
co.collingsworth.tx.us,,,,County,,Texas,"Collingsworth County, TX -- Note added 6/17/15 5:58",http://co.collingsworth.tx.us/,6/6/13 18:08,county,,,,
co.colorado.tx.us,,,,County,,Texas,"Colorado County, TX -- Note added 6/17/15 5:57",http://co.colorado.tx.us/,6/6/13 18:08,county,,,,
co.columbia.or.us,,,,County,,Oregon,"Columbia County, OR -- Note added 6/18/14 6:27",http://co.columbia.or.us/,6/6/13 18:08,county,,,,
co.columbia.wi.us,,,,County,,Wisconsin,"Columbia County, WI -- Note added 4/3/14 19:40",http://www.co.columbia.wi.us/ColumbiaCounty/,6/6/13 18:08,county,,,,
co.comal.tx.us,,,,County,,Texas,"Comal County, TX -- Note added 6/17/15 5:55",http://co.comal.tx.us/,6/6/13 18:08,county,,,,
co.concho.tx.us,,,,County,,Texas,"Concho County, TX -- Note added 6/17/15 5:54",http://co.concho.tx.us/,6/6/13 18:08,county,,,,
co.cook.mn.us,,,,County,,Minnesota,"Cook County, MN -- Note added 3/20/14 17:30",http://www.co.cook.mn.us/,6/6/13 18:08,county,,,,
co.cooke.tx.us,,,,County,,Texas,"Cooke County, TX -- Note added 6/17/15 5:54",http://co.cooke.tx.us/,6/6/13 18:08,county,,,,
co.coos.or.us,,,,County,,Oregon,"Coos County, OR -- Note added 1/22/14 16:42",http://www.co.coos.or.us/,6/6/13 18:08,county,,,,
co.cottle.tx.us,,,,County,,Texas,"Cottle County, TX -- Note added 6/17/15 5:53",http://co.cottle.tx.us/,6/6/13 18:08,county,,,,
co.cottonwood.mn.us,,,,County,,Minnesota,"Cottonwood County, Minnesota -- Note added 6/25/13 16:31",http://www.co.cottonwood.mn.us/,6/6/13 18:08,county,,,,
co.cowlitz.wa.us,,,,County,,Washington,"Cowlitz County, WA -- Note added 4/8/14 18:16",http://www.co.cowlitz.wa.us/,6/6/13 18:08,county,,,,
co.crane.tx.us,,,,County,,Texas,"Crane County, TX -- Note added 6/17/15 5:52",http://co.crane.tx.us/,6/6/13 18:08,county,,,,
co.crockett.tx.us,,,,County,,Texas,"Crockett County, TX -- Note added 6/17/15 5:51",http://co.crockett.tx.us/,6/6/13 18:08,county,,,,
co.crosby.tx.us,,,,County,,Texas,"Crosby County, TX -- Note added 6/17/15 5:50",http://co.crosby.tx.us/,6/6/13 18:08,county,,,,
co.culberson.tx.us,,,,County,,Texas,"Culberson County, TX -- Note added 6/17/15 5:49",http://co.culberson.tx.us/,6/6/13 18:08,county,,,,
co.cullman.al.us,,,,County,,Alabama,"Cullman County, AL -- Note added 7/15/13 14:53",http://co.cullman.al.us/,6/6/13 18:08,county,,,,
co.cumberland.nc.us,,,,County,,North Carolina,"cumberland county, nc -- Note added 9/11/15 19:33",http://co.cumberland.nc.us/,6/6/13 18:08,county,,,,
co.cumberland.nj.us,,,,County,,New Jersey,"cumberland, nj -- Note added 9/15/15 19:32",http://www.co.cumberland.nc.us/,6/6/13 18:08,county,,,,
co.currituck.nc.us,,,,County,,North Carolina,"currituck, nc -- Note added 9/11/15 19:34",http://co.currituck.nc.us/,6/6/13 18:08,county,,,,
co.curry.or.us,,,,County,,Oregon,"Curry County, OR -- Note added 6/18/14 6:29",http://co.curry.or.us/,6/6/13 18:08,county,,,,
co.dakota.mn.us,,,,County,,Minnesota,"Dakota County, MN -- Note added 4/20/15 0:18",https://www.co.dakota.mn.us/Pages/default.aspx,6/6/13 18:08,county,,,,
co.dare.nc.us,,,,County,,North Carolina,"dare, nc -- Note added 9/11/15 19:34",http://co.dare.nc.us/,6/6/13 18:08,county,,,,
co.darke.oh.us,,,,County,,Ohio,"Darke County, OH -- Note added 1/22/14 16:42",http://www.co.darke.oh.us/,6/6/13 18:08,county,,,,
co.davidson.nc.us,,,,County,,North Carolina,"Davidson County, NC -- Note added 12/6/13 12:11",http://www.co.davidson.nc.us/,6/6/13 18:08,county,,,,
co.davis.ut.us,,,,County,,Utah,"Davis County, UT -- Note added 8/19/14 5:20",http://www.co.davis.ut.us/,6/6/13 18:08,county,,,,
co.dawson.tx.us,,,,County,,Texas,"Dawson County, TX -- Note added 6/18/15 6:05",http://co.dawson.tx.us/,6/6/13 18:08,county,,,,
co.dekalb.ga.us,,,,County,,Georgia,"Dekalb County, Ga -- Note added 8/25/15 14:47",http://co.fulton.ga.us/,6/6/13 18:08,county,,,,
co.delaware.ny.us,,,,County,,New York,County of Delaware -- Note added 6/29/15 14:10,http://co.delaware.ny.us/,6/6/13 18:08,county,,,,
co.delaware.pa.us,,,,County,,Pennsylvania,"Delaware County, PA -- Note added 9/8/14 14:23",http://www.co.delaware.pa.us/,6/6/13 18:08,county,,,,
co.delta.tx.us,,,,County,,Texas,"Delta County, TX -- Note added 6/18/15 6:07",http://www.deltacountytx.com/,6/6/13 18:08,county,,,,
