domain_name,agency_organization,maintaining_office,use_case,agency_type,branch,state,comments,link,date_added,city,security_contact_email
sc.gov,,,,state,,South Carolina,State of SC  -- Note added 8/28/15 15:35,http://www.sc.gov/Pages/default.aspx,6/6/13 18:08,,
sd.gov,,,,state,,South Dakota,South Dakota State Government Website -- Note added 7/17/14 6:01,http://sd.gov/,6/6/13 18:08,,
state.tn.us,,,,state,,Tennessee,Official site of the Tennessee Government -- Note added 6/26/14 13:27,http://state.tn.us/,6/6/13 18:08,,
state.va.us,,,,state,,Virginia,The official website of the Commonwealth of Virginia -- Note added 6/27/14 14:50,http://www.state.va.us/,6/6/13 18:08,,
vermont.gov,,,,state,,Vermont,State of Vermont -- Note added 8/15/14 14:27,http://www.vermont.gov/portal/,6/6/13 18:08,,
access.wa.gov,,,,state,,Washington,State of Washington -- Note added 11/17/14 6:48,http://access.wa.gov/,6/6/13 18:08,,
state.wi.us,,,,state,,Wisconsin,"*.state.wi.us pattern is included here for various Department-level agencies, such as those at: https://www.google.com/search?q=site%3Astate.wi.us  Requires 'www' to resolve. -- Note added 4/2/14 12:49",http://www.state.wi.us/state/,6/6/13 18:08,,
wyo.gov,,,,state,,Wyoming,State of Wyoming travel and tourism website -- Note added 7/23/14 5:34,http://www.wyo.gov/,6/6/13 18:08,,
statecollegepa.us,,,,local,,Pennsylvania,"Borough of State College, PA -- Note added 8/25/14 11:59",http://www.statecollegepa.us/,6/6/13 18:08,,
statefair.org,,,,state,,Nebraska,Nebraska State Fair -- Note added 12/6/13 19:53,http://www.statefair.org/fair/,12/6/13 19:53,,
statenislandusa.com,,,,state,,New York,"Staten Island Borough President, New York, NY -- Note added 11/20/13 18:23",http://www.statenislandusa.com/,11/20/13 18:22,,
statesboroga.gov,,,,local,,Georgia,"City of Statesboro, Ga -- Note added 8/25/15 16:09",http://www.statesboroga.gov/,6/6/13 18:08,,
staugbch.com,,,,local,,Florida,"The City of Augustine Beach, FL -- Note added 7/1/15 19:01",http://staugbch.com/,6/6/13 18:08,,
staugustamn.com,,,,local,,Minnesota,"City of St. Augusta, MN -- Note added 8/5/13 18:43",http://www.staugustamn.com/,6/6/13 18:09,,
staunton.va.us,,,,local,,Virginia,"City of Staunton, VA -- Note added 6/27/14 14:54",http://www.staunton.va.us/,6/6/13 18:08,,
stcharlesmn.org,,,,local,,Minnesota,"City of St. Charles, MN -- Note added 8/25/14 12:03",http://www.stcharlesmn.org,6/6/13 18:08,,
stcharlestownship.org,,,,local,,Illinois,"St. Charles Township, IL -- Note added 7/3/14 17:40",http://stcharlestownship.org/,6/6/13 18:08,,
stclair.govoffice2.com,,,,local,,Minnesota,"City of St. Clair, MN -- Note added 6/2/15 1:40",http://www.stclair.govoffice2.com/,6/6/13 18:09,,
stclairco.com,,,,county,,Alabama,"St. Clair County, AL -- Note added 7/17/13 12:41",http://www.stclairco.com/,6/6/13 18:08,,
stclaircounty.org,,,,county,,Michigan,"st clair county, mi -- Note added 9/3/15 16:11",http://stclaircounty.org/Main/Default.aspx,6/6/13 18:08,,
stclairmo.com,,,,local,,,St. Clair Area (Missouri) Chamber of Commerce -- Note added 7/23/13 13:26,,6/6/13 18:08,,
stclairsville.com,,,,local,,Ohio,"City of St. Clairsville, OH -- Note added 3/27/14 18:37",http://stclairsville.com/,6/6/13 18:08,,
stcloud.org,,,,local,,Florida,"City of St. Cloud, FL -- Note added 8/25/14 11:58",http://www.stcloud.org/,6/6/13 18:08,,
stcmi.com,,,,local,,Michigan,"st. charles village, mi -- Note added 9/3/15 16:12",http://stcmi.com/,6/6/13 18:08,,
steamboatsprings.net,,,,local,,Colorado,"City of Steamboat Springs, CO -- Note added 7/14/14 6:01",http://steamboatsprings.net/,6/6/13 18:08,,
steeltonpa.com,,,,local,,Pennsylvania,"Steelton Borough, PA -- Note added 10/1/14 21:06",http://steeltonpa.com/,6/6/13 18:08,,
stephenson-mi.com,,,,local,,Michigan,"stephenson, mi -- Note added 9/3/15 16:12",http://stephenson-mi.com/,6/6/13 18:08,,
stephensonwisc.com,,,,local,,Wisconsin,"Town of Stephenson, WI -- Note added 8/6/14 6:05",http://stephensonwisc.com/,6/6/13 18:08,,
sterlingcolo.com,,,,local,,Colorado,"City of Sterling, CO -- Note added 7/14/14 6:00",http://www.sterlingcolo.com/,6/6/13 18:08,,
sterlingct.us,,,,local,,Connecticut,"Town of Sterling, CT -- Note added 2/4/15 6:58",http://www.sterlingct.us/,6/6/13 18:08,,
stevenscoks.org,,,,county,,Kansas,"Stevens County, KS -- Note added 7/10/14 5:33",http://www.stevenscoks.org/,6/6/13 18:08,,
stevenspoint.com,,,,local,,Wisconsin,"City of Stevens Point, WI -- Note added 8/6/14 6:06",http://stevenspoint.com/,6/6/13 18:08,,
stewartcogov.com,,,,county,,Tennessee,"Stewart County, TN -- Note added 8/5/13 18:44",http://stewartcogov.com/,6/6/13 18:08,,
stewartvillemn.com,,,,local,,Minnesota,"City of Stewartville, MN -- Note added 6/2/15 1:41",http://www.stewartvillemn.com/,6/6/13 18:08,,
stfrancismn.org,,,,local,,Minnesota,"City of St. Francis, MN -- Note added 3/21/14 19:51",http://www.stfrancismn.org/,6/6/13 18:09,,
stfrancisville.net,,,,local,,Louisiana,"St. Francisville, La -- Note added 8/24/15 15:10",http://stfrancisville.net/,6/6/13 18:08,,
stfranciswi.org,,,,local,,Wisconsin,"City of St. Francis, WI -- Note added 8/6/14 6:07",http://stfranciswi.org/,6/6/13 18:09,,
stgeorgevt.com,,,,local,,Vermont,"Town of St. George, VT -- Note added 8/15/14 14:27",http://stgeorgevt.com/,6/6/13 18:08,,
stillwater.org,,,,local,,Oklahoma,"stillwater, ok -- Note added 8/28/15 18:27",http://stillwater.org/,6/6/13 18:08,,
stillwatertownshipnj.com,,,,local,,New Jersey,"Stillwater Township, NJ -- Note added 3/24/14 12:09",http://www.stillwatertownshipnj.com/,6/6/13 18:08,,
stjamesla.com,,,,county,,Louisiana,"St. James Parish, La -- Note added 8/24/15 15:11",http://www.stjamesla.com/,6/6/13 18:08,,
stjamesmo.org,,,,local,,Missouri,"City of St. James, MO -- Note added 8/5/13 18:45",,6/6/13 18:08,,
stjohnin.com,,,,local,,Indiana,"town of st john, In -- Note added 8/27/15 14:57",https://www.stjohnin.com/,6/6/13 18:08,,
stjohnkansas.com,,,,local,,Kansas,"City of St. John, KS -- Note added 7/10/14 5:33",http://www.stjohnkansas.com/,6/6/13 18:08,,
stjosephcountyindiana.com,,,,county,,Indiana,"st joseph county, In -- Note added 8/27/15 14:57",http://stjosephcountyindiana.com/,6/6/13 18:08,,
stjosephcountymi.org,,,,county,,Michigan,"st joseph county, mi -- Note added 9/3/15 16:12",http://stjosephcountymi.org/,6/6/13 18:08,,
stjvt.com,,,,local,,Vermont,"Town of St. Johnsbury, VT -- Note added 3/24/14 13:42",http://stjvt.com/,6/6/13 18:09,,
stlcin.missouri.org,,,,local,,Missouri,"City of St. Louis, MO -- Note added 1/22/14 17:28",,1/22/14 17:28,,
stlouisfed.org,,,,local,,Missouri,Federal Reserve Bank of St. Louis -- Note added 6/26/13 16:40,http://www.stlouisfed.org/,6/6/13 18:08,,
stlouismi.com,,,,local,,Michigan,"st louis, mi -- Note added 9/3/15 16:13",http://www.stlouismi.com/1/stlouis/index.asp,6/6/13 18:08,,
stlouispark.org,,,,local,,Minnesota,"City of St. Louis Park, MN -- Note added 6/2/15 1:42",http://www.stlouispark.org/,6/6/13 18:08,,
stmartinparish.net,,,,county,,Louisiana,"St. Martin Parish, La -- Note added 8/24/15 15:11",http://www.stmartinparish.net/,6/6/13 18:08,,
stmaryscountycfc.org,,,,county,,Maryland,"The Chesapeake Bay Area CFC includes St. Mary's County, MD. http://apps.opm.gov/CampaignLocator/CampaignLocator.cfm?CampCode=0405  -- Note added 6/3/14 19:35",,6/6/13 18:08,,
stmaryspoint.org,,,,local,,Minnesota,"City of St. Mary's Point, MN -- Note added 6/2/15 1:43",http://www.stmaryspoint.org/,6/6/13 18:08,,
stocktonkansas.net,,,,local,,Kansas,"City of Stockton, KS -- Note added 7/10/14 5:32",http://www.stocktonkansas.net/,6/6/13 18:08,,
stocktonwi.com,,,,local,,Wisconsin,"Town of Stockton, WI -- Note added 8/26/13 17:54",http://stocktonwi.com/,6/6/13 18:09,,
stoddardnh.org,,,,local,,New Hampshire,"stoddard, nh -- Note added 9/2/15 19:11",http://www.stoddardnh.org/,6/6/13 18:08,,
stone-harbor.nj.us,,,,local,,New Jersey," Borough of Stone Harbor, nj -- Note added 9/16/15 18:56",http://www.stone-harbor.nj.us/,6/6/13 18:08,,
stonemountaincity.org,,,,local,,Georgia,"City of Stone Mountain, Ga -- Note added 8/25/15 16:10",http://stonemountaincity.org/,6/6/13 18:08,,
stormlake.org,,,,local,,Iowa,"Stormlake, Ia -- Note added 8/26/15 13:51",http://stormlake.org/,6/6/13 18:08,,
stpaulpark.govoffice.com,,,,local,,Minnesota,"City of St. Paul Park, MN -- Note added 6/2/15 1:44",http://www.stpaulpark.govoffice.com/,6/6/13 18:09,,
stpete.org,,,,local,,Florida,"The City of St. Petersburg, FL -- Note added 7/1/15 19:03",http://stpete.org/,6/6/13 18:08,,
stpetebeach.org,,,,local,,Florida,"City of St. Pete Beach, FL -- Note added 10/9/14 17:12",http://stpetebeach.org/,6/6/13 18:08,,
stpgov.org,,,,county,,Louisiana,"St. Tammanay Parish, La -- Note added 8/24/15 15:12",http://stpgov.org/,6/6/13 18:08,,
strabantownship.com,,,,local,,Pennsylvania,"Straban Township, PA -- Note added 10/1/14 21:08",http://www.strabantownship.com/,6/6/13 18:08,,
straffordmo.net,,,,local,,Missouri,"City of Strafford, MO -- Note added 8/25/14 11:51",http://straffordmo.net/,6/6/13 18:08,,
stratfordnh.org,,,,local,,New Hampshire,"Town of Stratford, NH -- Note added 3/24/14 14:07",http://stratfordnh.org/,6/6/13 18:09,,
stratfordnj.org,,,,local,,New Jersey," Borough of Stratford, nj -- Note added 9/16/15 18:56",http://stratfordnj.org/,6/6/13 18:08,,
strattoncolorado.com,,,,local,,Colorado,"Town of Stratton, CO -- Note added 7/14/14 5:57",http://www.strattoncolorado.com/,6/6/13 18:08,,
streamwood.org,,,,local,,Illinois,"Village of Streamwood, IL -- Note added 7/3/14 17:40",http://www.streamwood.org/,6/6/13 18:08,,
stregispark.net,,,,local,,Kentucky,"st regis park, ky -- Note added 8/27/15 16:57",http://www.stregispark.net/,6/6/13 18:08,,
stripes.com,Department of Defense,,,federal,unspecified,,Stars and Stripes magazine -- Note added 2/7/14 19:19,,2/7/14 19:19,,
strnj.com,,,,local,,New Jersey,SOUTH TOMS RIVER INFORMATION SYSTEMS -- Note added 9/16/15 18:56,http://strnj.com/,6/6/13 18:08,,
strongsville.org,,,,local,,Ohio,"City of Stongsville, OH -- Note added 3/27/14 18:38",http://strongsville.org/content/,6/6/13 18:08,,
sturgeonbaywi.org,,,,local,,Wisconsin,"City of Sturgeon Bay, WI -- Note added 8/6/14 6:08",http://www.sturgeonbaywi.org/,6/6/13 18:08,,
suamico.org,,,,local,,Wisconsin,"Village of Suamico, WI -- Note added 8/6/14 6:09",http://www.suamico.org/,6/6/13 18:08,,
sublettewyo.com,,,,county,,Wyoming,"Sublette County, WY -- Note added 6/6/13 18:09",http://sublettewyo.com/,6/6/13 18:09,,
suffieldtownhall.com,,,,local,,Connecticut,"Town of Suffield, CT -- Note added 2/4/15 6:59",http://suffieldtownhall.com/,6/6/13 18:08,,
suffolkva.us,,,,local,,Virginia,"City of Suffolk, VA -- Note added 11/18/13 19:30",http://www.suffolkva.us/,6/6/13 18:08,,
sugarcamp.org,,,,local,,Wisconsin,"Town of Sugar Camp, WI -- Note added 8/6/14 6:10",http://sugarcamp.org/,6/6/13 18:08,,
sugarcreektownship.com,,,,local,,Ohio,"Township of Sugarcreek, OH -- Note added 3/27/14 18:39",http://sugarcreektownship.com/,6/6/13 18:08,,
sugarhillnh.org,,,,local,,New Hampshire,"sugarhill, nh -- Note added 9/2/15 19:12",http://www.sugarhillnh.org/,6/6/13 18:08,,
suicidepreventionlifeline.org,Substance Abuse and Mental Health Services Administration,,Redirect,federal,unspecified,,"Redirects to https://988lifeline.org/. -DPM National Suicide Prevention Lifeline, 1-800-273-TALK (8255) -- Note added 12/5/14 18:45",,1/10/14 19:17,,
sullivancounty-pa.org,,,,county,,Pennsylvania,"Sullivan County, PA -- Note added 10/1/14 21:10",http://www.sullivancounty-pa.org/,6/6/13 18:08,,
sullivansisland-sc.com,,,,local,,South Carolina,"sullivans island, sc -- Note added 8/28/15 15:35",http://sullivansisland-sc.com/,6/6/13 18:08,,
sullycounty.net,,,,county,,South Dakota,"Sully County, SD -- Note added 7/17/14 6:02",http://sullycounty.net/,6/6/13 18:08,,
sulphur.org,,,,local,,Louisiana,"Suplhur, La -- Note added 8/24/15 15:12",http://sulphur.org/,6/6/13 18:08,,
summerdalealabama.com,,,,local,,Alabama,"Town of Summerdale, AL -- Note added 7/17/13 12:42",http://summerdalealabama.com/,6/6/13 18:08,,
summerfieldgov.com,,,,local,,North Carolina,"town of summerfield, NC -- Note added 9/15/15 18:01",http://www.summerfieldgov.com/,6/6/13 18:08,,
summersvillewv.org,,,,local,,West Virginia,"City of Summersville, WV -- Note added 3/31/14 13:40",http://summersvillewv.org/,6/6/13 18:08,,
summerville.sc.us,,,,local,,South Carolina,"Town of Summerville, SC -- Note added 8/25/14 11:53",http://www.summerville.sc.us/,6/6/13 18:08,,
co.summitoh.net,,,,county,,Ohio,"County of Summit, OH -- Note added 9/9/13 18:56",https://co.summitoh.net/,6/6/13 18:08,,
summittwp.com,,,,local,,Michigan,"summit township, mi -- Note added 9/3/15 16:13",http://summittwp.com/,6/6/13 18:08,,
summitvillage.org,,,,local,,Wisconsin,"Village of Summit, WI -- Note added 8/5/13 18:46",http://summitvillage.org/,6/6/13 18:08,,
sumnermaine.us,,,,local,,Maine,"sumner, maine -- Note added 8/27/15 20:02",http://www.sumnermaine.us/,6/6/13 18:08,,
sumnertn.org,,,,county,,Tennessee,"Sumner County, TN -- Note added 6/26/14 13:28",http://sumnertn.org/,6/6/13 18:08,,
sumtercountyga.us,,,,county,,Georgia,"Sumter County, Ga -- Note added 8/25/15 16:10",http://sumtercountyga.us/,6/6/13 18:08,,
sumtercountysc.org,,,,county,,South Carolina,"sumter county, sc -- Note added 8/28/15 15:36",http://sumtercountysc.org/,6/6/13 18:08,,
sunburstmt.com,,,,local,,Montana,"Town of Sunburst, MT -- Note added 11/22/13 13:59",http://sunburstmt.com/,6/6/13 18:08,,
suncoastcfc.org,Combined Federal Campaign,,,federal,unspecified,Florida,"Suncoast Combined Federal Campaign (CFC), Tampa, FL -- The Suncoast CFC in west central Florida covers DeSoto, Hardee, Hernando, Highlands, Hillsborough, Manatee, Pasco, Pinellas, Polk and Sarasota Counties.  -- Note added 8/25/14 11:50",http://www.suncoastcfc.org/_root/,6/6/13 18:08,,
sunfishlake.org,,,,local,,Minnesota,"City of Sunfish Lake, MN -- Note added 6/2/15 1:46",http://www.sunfishlake.org/,6/6/13 18:08,,
sunrisetownship.com,,,,local,,Minnesota,"Sunrise Township, MN -- Note added 6/2/15 1:47",http://www.sunrisetownship.com/,6/6/13 18:08,,
sunset.govoffice2.com,,,,local,,Louisiana,"Sunset, La -- Note added 8/24/15 15:13",http://www.sunset.govoffice2.com/,6/6/13 18:09,,
sunvalley.govoffice.com,,,,local,,Idaho,"City of Sun Valley, ID -- Note added 7/8/13 19:30",http://www.sunvalley.govoffice.com/,6/6/13 18:09,,
superior-arizona.com,,,,local,,Arizona,"Town of Superior, AZ -- Note added 12/13/13 13:17",http://superior-arizona.com/,6/6/13 18:08,,
superior-twp.org,,,,local,,Michigan,"superior township, mi -- Note added 9/3/15 16:14",http://superior-twp.org/,6/6/13 18:08,,
surfcity-hb.org,,,,local,,California,"City of Huntington Beach, CA -- Note added 2/3/14 15:11",http://surfcity-hb.org/,2/3/14 15:11,,
surfcity.govoffice.com,,,,local,,North Carolina,"surfcity, NC -- Note added 9/15/15 18:01",http://www.surfcity.govoffice.com/,6/6/13 18:09,,
surfsidebeach.org,,,,local,,South Carolina,"surfside beach, SC -- Note added 8/28/15 15:36",http://surfsidebeach.org/,6/6/13 18:08,,
surpluspropertydivision.com,,,,state,,North Carolina,NC Division of Surplus Property -- Note added 9/15/15 18:02,http://surpluspropertydivision.com/,6/6/13 18:08,,
susquehannatwp.com,,,,local,,Pennsylvania,"Susquehanna Township, PA -- Note added 10/1/14 21:12",http://susquehannatwp.com/,6/6/13 18:08,,
sussex.nj.us,,,,county,,New Jersey,"Sussex County, NJ -- Note added 1/6/14 20:07",http://sussex.nj.us/,6/6/13 18:08,,
sussexboro.com,,,,local,,New Jersey,"Sussex Borough, nj -- Note added 9/16/15 18:55",http://www.sussexboro.com/,6/6/13 18:08,,
ncsustainabilitycenter.org,,,,state,,North Carolina,NC sustainability connection -- Note added 9/15/15 18:06,http://ncsustainabilitycenter.org/,6/6/13 18:08,,
suttonma.org,,,,local,,Massachusetts,"sutton, Ma -- Note added 8/26/15 16:23",http://suttonma.org/Pages/index,6/6/13 18:08,,
suwanee.com,,,,local,,Georgia,"City of Suwanee, Ga -- Note added 8/25/15 16:10",http://suwanee.com/,6/6/13 18:08,,
swanseail.org,,,,local,,Illinois,"Village of Swansea, IL -- Note added 7/3/14 17:40",http://swanseail.org/,6/6/13 18:08,,
swanseatown.net,,,,local,,South Carolina,"swan seatown, sc -- Note added 8/28/15 15:36",http://swanseatown.net/,6/6/13 18:08,,
swarthmorepa.org,,,,local,,Pennsylvania,"Swarthmore Borough, PA -- Note added 10/1/14 21:14",http://swarthmorepa.org/,6/6/13 18:08,,
swataratwp.com,,,,local,,Pennsylvania,"Swatara Township, PA -- Note added 10/1/14 21:16",http://swataratwp.com/,6/6/13 18:08,,
swcrpc.org,,,,regional,,Vermont,Southeern Windsor County Regional Planning Commission -- Note added 8/15/14 14:29,http://swcrpc.org/,6/6/13 18:08,,
sweet.wy.us,,,,county,,Wyoming,"Sweetwater County, WY -- Note added 6/7/13 16:14",http://sweet.wy.us/,6/6/13 18:08,,
swfrpc.org,,,,regional,,Florida,Southwest Florida Regional Planning Council -- Note added 7/1/15 19:06,http://swfrpc.org/,6/6/13 18:08,,
swiftcounty.com,,,,county,,Minnesota,"Swift County, MN -- Note added 6/2/15 1:47",http://www.swiftcounty.com/,6/6/13 18:08,,
swissvaleborough.com,,,,local,,Pennsylvania,"Swissvale Borough, PA -- Note added 10/1/14 21:17",http://www.swissvaleborough.com/,6/6/13 18:08,,
swotero.org,,,,native_sovereign_nation_tribal,,South Dakota,"Sisseton-Wahpeton Tribal Employment Rights Office (Agency Village, SD) -- Note added 8/18/14 18:51",,6/6/13 18:08,,
sycamoretownship.com,,,,local,,Ohio,"Township of Sycamore, OH -- Note added 3/27/14 18:45",http://sycamoretownship.com/,6/6/13 18:08,,
sykesville.net,,,,local,,Maryland,"Town of Sykesville, MD -- Note added 12/6/13 15:05",http://www.sykesville.net/,6/6/13 18:08,,
sylacauga.net,,,,local,,Alabama,"City of Sylacauga, AL -- Note added 7/17/13 12:44",http://www.sylacauga.net/,6/6/13 18:08,,
sylvanc.govoffice3.com,,,,local,,North Carolina,"Sylva, NC -- Note added 9/15/15 18:06",http://www.sylvanc.govoffice3.com/,6/6/13 18:09,,
sylvaniatownship.com,,,,local,,Ohio,"Township of Sylvania, OH -- Note added 3/27/14 18:49",http://sylvaniatownship.com/,6/6/13 18:08,,
sylvanlake.org,,,,local,,Michigan,"sylvan lake, mi -- Note added 9/3/15 16:14",http://sylvanlake.org/,6/6/13 18:08,,
symmestownship.org,,,,local,,Ohio,"Township of Symmes, OH -- Note added 3/27/14 18:50",http://www.symmestownship.org/,6/6/13 18:08,,
syracusein.org,,,,local,,Indiana,"Town of Syracuse, IN -- Note added 1/14/14 13:11",http://www.syracusein.org/,6/6/13 18:08,,
syrgov.net,,,,local,,New York,"City of Syracuse, NY -- Note added 1/14/14 13:09",http://www.syrgov.net/home.aspx,6/6/13 18:08,,
t2health.org,Department of Defense,,Unused,federal,unspecified,,"National Center for Telehealth & Technology (T2), one of three Defense Centers of Excellence (see http://www.dcoe.health.mil/About_DCoE/Centers.aspx) -- Note added 7/31/13 17:29",,7/31/13 17:28,,
talgov.com,,,,local,,Florida,"The City of Tallahassee, FL -- Note added 7/1/15 19:07",http://talgov.com/Main/Home.aspx,6/6/13 18:08,,
talladega.com,,,,local,,Alabama,"City of Talladega, AL -- Note added 7/17/13 12:46",http://www.talladega.com/,6/6/13 18:08,,
tallmadge-ohio.org,,,,local,,Ohio,"City of Tallmadge, OH -- Note added 3/27/14 18:52",http://tallmadge-ohio.org/,6/6/13 18:08,,
tallmadge.com,,,,local,,Michigan,"tallmadge, mi -- Note added 9/3/15 16:16",http://tallmadge.com/,6/6/13 18:08,,
tamacity.govoffice2.com,,,,local,,Iowa,"City of Tama, IA -- Note added 8/26/15 13:55",http://www.tamacity.govoffice2.com/,6/6/13 18:09,,
tamacounty.org,,,,county,,Iowa,"Tama County, Ia -- Note added 8/26/15 13:56",http://www.tamacounty.org/,6/6/13 18:08,,
tamarac.org,,,,local,,Florida,"The City of Tamarac, FL -- Note added 7/1/15 19:08",http://tamarac.org/,6/6/13 18:08,,
tampagov.net,,,,local,,Florida,"The City of Tampa, FL -- Note added 7/1/15 19:09",http://www.tampagov.net/,6/6/13 18:08,,
tamworthnh.org,,,,local,,New Hampshire,"tamworth, nh -- Note added 9/2/15 19:31",http://tamworthnh.org/,6/6/13 18:08,,
tananachiefs.org,,,,native_sovereign_nation_tribal,,Alaska,"Tanana Chiefs Conference is a regional tribal council based in Fairbanks, AK -- Note added 6/12/13 15:26",http://tananachiefs.org/,6/12/13 15:26,,
taneytown.org,,,,local,,Maryland,"City of Taneytown, MD -- Note added 12/6/13 15:06",http://www.taneytown.org/,6/6/13 18:08,,
tangipahoa.org,,,,county,,Louisiana,"Tangipahoa Parish, La -- Note added 8/24/15 15:15",http://www.tangipahoa.org/,6/6/13 18:08,,
tannersvilleny.org,,,,local,,New York,"Village of Tannersville, NY -- Note added 11/10/15 12:31",http://tannersvilleny.org/,6/6/13 18:08,,
taoscounty.org,,,,county,,New Mexico,"Taos County, NM -- Note added 6/6/13 18:09",http://taoscounty.org/,6/6/13 18:09,,
taosgov.com,,,,local,,New Mexico,"Town of Taos, NM -- Note added 7/16/14 5:44",http://taosgov.com/,6/6/13 18:08,,
tarboro-nc.com,,,,local,,North Carolina,"tarboro, NC -- Note added 9/15/15 18:18",http://www.tarboro-nc.com/,6/6/13 18:08,,
tarentumboro.com,,,,local,,Pennsylvania,"Tarentum Borough, PA -- Note added 10/2/14 17:25",http://tarentumboro.com/,6/6/13 18:08,,
tattnall.com,,,,county,,Georgia,"Tattnall County, Ga n  -- Note added 8/25/15 16:11",http://tattnall.com/,6/6/13 18:08,,
tavares.org,,,,local,,Florida,"The City of Tavares, FL -- Note added 7/1/15 19:10",http://tavares.org/,6/6/13 18:08,,
tavistocknj.org,,,,local,,New Jersey,"tavistocknj, nj -- Note added 9/16/15 19:17",http://tavistocknj.org/,6/6/13 18:08,,
tayloraz.org,,,,local,,Arizona,"Town of Taylor, AZ -- Note added 12/13/13 13:18",http://www.tayloraz.org/,6/6/13 18:08,,
taylorsvillenc.com,,,,local,,North Carolina,"taylorsville, nc -- Note added 9/15/15 18:19",http://taylorsvillenc.com/,6/6/13 18:08,,
taylorville.net,,,,local,,Illinois,"City of Taylorville, IL -- Note added 7/3/14 17:41",http://taylorville.net/,6/6/13 18:08,,
tazewell.com,,,,county,,Illinois,"Tazwell County, IL -- Note added 7/3/14 17:42",http://tazewell.com/,6/6/13 18:08,,
tazewellcounty.org,,,,county,,Virginia,"Tazewell County, VA -- Note added 6/27/14 14:56",http://tazewellcounty.org/,6/6/13 18:08,,
tbrpc.org,,,,regional,,Florida,Tampa Bay Regional Planning Council -- Note added 6/6/13 18:08,http://tbrpc.org/,6/6/13 18:08,,
tcdrs.org,,,,county,,Texas,Texas County & District Retirement System (TCDRS) -- Note added 8/18/14 18:40,https://www.tcdrs.org/Pages/Home.aspx,6/6/13 18:08,,
tcrpc.org,,,,regional,,Florida,Treasure Coast Regional Planning Council -- Note added 6/6/13 18:08,http://tcrpc.org/,6/6/13 18:08,,
teach4nc.com,,,,state,,North Carolina,"Welcome to Teach4NC, dedicated to the recruitment of teaching professionals for public schools in North Carolina. -- Note added 9/15/15 18:19",http://teach4nc.com/,6/6/13 18:08,,
teasd.com,,,,local,,South Dakota,"City of Tea, SD -- Note added 7/17/14 6:03",http://teasd.com/,6/6/13 18:08,,
tecumsehonline.com,,,,local,,Oklahoma,"tecumseh, ok -- Note added 8/28/15 18:27",http://tecumsehonline.com/,6/6/13 18:08,,
tegacaysc.org,,,,local,,South Carolina,"tega cay, sc -- Note added 8/28/15 15:38",http://tegacaysc.org/,6/6/13 18:08,,
tekoawa.com,,,,local,,Washington,"City of Tekoa, WA -- Note added 11/12/14 6:54",http://tekoawa.com/,6/6/13 18:08,,
telfordborough.org,,,,local,,Pennsylvania,"Telford Borough, PA -- Note added 10/2/14 17:29",http://www.telfordborough.org/,6/6/13 18:08,,
templenh.org,,,,local,,New Hampshire,"temple, nh -- Note added 9/2/15 19:32",http://www.templenh.org/,6/6/13 18:08,,
templeterrace.com,,,,local,,Florida,"The City of Temple Terrace, FL -- Note added 7/1/15 19:13",http://templeterrace.com/,6/6/13 18:08,,
templeton1.org,,,,local,,Massachusetts,"templeton, Ma -- Note added 8/26/15 16:25",http://www.templeton1.org/,6/6/13 18:08,,
tenaflynj.org,,,,local,,New Jersey,"Tenafly Borough, nj -- Note added 9/16/15 19:17",http://tenaflynj.org/,6/6/13 18:08,,
tennesseeholocaustcommission.org,,,,state,,Tennessee,Tennessee Holocaust Commission -- Note added 6/26/14 7:22,http://tennesseeholocaustcommission.org/,6/6/13 18:08,,
tequesta.org,,,,local,,Florida,"The City of Tequesta, FL -- Note added 7/1/15 19:14",http://tequesta.org/,6/6/13 18:08,,
terrehillboro.com,,,,local,,Pennsylvania,"Terre Hill Borough, PA -- Note added 10/2/14 17:31",http://terrehillboro.com/,6/6/13 18:08,,
terryms.org,,,,local,,Mississippi,"Town of Terry, MS -- Note added 7/28/14 14:39",http://terryms.org/,6/6/13 18:08,,
tetoncomt.org,,,,county,,Montana,"Teton County, MT -- Note added 11/22/13 14:00",http://tetoncomt.org/,6/6/13 18:08,,
tetonwyo.org,,,,county,,Wyoming,"Teton County, WY -- Note added 6/7/13 16:14",http://www.tetonwyo.org/,6/6/13 18:08,,
tewksbury-ma.gov,,,,local,,Massachusetts," tewksbury, ma -- Note added 8/26/15 16:25",http://www.tewksbury-ma.gov/,6/6/13 18:08,,
tewksburytwp.net,,,,local,,New Jersey,"Tewksbury township, nj -- Note added 9/16/15 19:18",http://www.tewksburytwp.net/,6/6/13 18:08,,
texasbar.com,,,,state,,Texas,State Bar of Texas -- Note added 6/20/14 16:58,http://www.texasbar.com/,6/6/13 18:08,,
texastownship.org,,,,local,,Michigan,"texas township, mi -- Note added 9/3/15 16:17",http://www.texastownship.org/,6/6/13 18:08,,
tfid.org,,,,local,,Idaho,"City of Twin Falls, ID -- Note added 7/8/13 19:30",http://tfid.org/,6/6/13 18:08,,
tfli.org,,,,state,,Tennessee,Tennessee Foreign Language Institute -- Note added 6/26/14 7:21,http://www.tfli.org/home/,6/6/13 18:08,,
thayne-wy.com,,,,local,,Wyoming,"Town of Thayne, WY -- Note added 7/23/14 5:37",http://thayne-wy.com/,6/6/13 18:08,,
thda.org,,,,state,,Tennessee,Tennessee Housing Development Agency -- Note added 6/26/14 7:19,http://thda.org/,6/6/13 18:08,,
